CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churned
528,France,Female,32,4,85615.66,2,Yes,No,156192.43,Not Churned
432,France,Female,27,6,62339.81,2,No,No,53874.67,Not Churned
622,Spain,Female,47,6,142319.03,1,No,No,100183.05,Not Churned
721,France,Male,54,5,0.0,2,Yes,Yes,4493.12,Not Churned
614,Spain,Male,36,5,0.0,2,Yes,No,130610.78,Not Churned
634,France,Female,24,2,87413.19,1,Yes,No,63340.65,Not Churned
742,France,Female,29,4,0.0,2,Yes,Yes,180066.59,Not Churned
516,France,Female,45,4,0.0,1,Yes,No,95273.73,Churned
718,France,Male,35,3,97560.16,1,Yes,Yes,53511.74,Not Churned
636,Germany,Male,30,8,141787.31,2,Yes,Yes,109685.61,Not Churned
691,Spain,Male,36,7,129934.64,1,No,No,75664.56,Churned
698,France,Female,37,2,166178.02,2,Yes,Yes,71972.95,Not Churned
712,Spain,Female,39,5,163097.55,2,Yes,Yes,23702.42,Not Churned
659,France,Male,20,8,0.0,2,No,No,112572.02,Not Churned
573,Spain,Male,44,8,0.0,2,No,No,62424.46,Not Churned
778,Germany,Female,35,1,151958.19,3,Yes,Yes,131238.37,Churned
732,France,Male,46,0,0.0,2,Yes,Yes,184350.78,Not Churned
550,Germany,Male,33,4,118400.91,1,No,Yes,13999.64,Churned
790,Spain,Male,20,8,0.0,2,Yes,No,168152.76,Not Churned
665,Germany,Female,43,2,116322.27,4,Yes,No,35640.12,Churned
728,Spain,Female,43,5,0.0,1,Yes,Yes,120088.17,Not Churned
645,Spain,Female,29,4,0.0,2,Yes,Yes,74346.11,Not Churned
647,Germany,Male,30,6,143138.91,2,Yes,No,2955.46,Not Churned
596,Spain,Male,32,4,0.0,2,No,Yes,146504.35,Not Churned
610,France,Male,40,9,0.0,1,Yes,Yes,149602.54,Not Churned
512,France,Male,36,0,129804.17,1,Yes,No,53020.9,Not Churned
768,Germany,Male,37,9,108308.11,1,Yes,No,41788.25,Churned
666,Germany,Male,30,3,110153.27,1,No,Yes,74849.46,Not Churned
700,Germany,Female,30,4,116377.48,1,Yes,Yes,134417.31,Not Churned
651,Germany,Female,37,10,117791.06,2,Yes,Yes,75837.58,Not Churned
542,Spain,Female,26,2,0.0,2,Yes,Yes,54869.54,Not Churned
686,France,Female,35,8,105419.73,1,Yes,No,35356.46,Not Churned
850,Germany,Female,47,4,99219.47,2,Yes,Yes,122141.13,Not Churned
658,Germany,Female,55,8,119327.93,1,No,Yes,119439.66,Not Churned
448,France,Female,36,6,83947.12,2,Yes,No,81999.53,Not Churned
609,Spain,Male,32,4,99883.16,1,Yes,Yes,120594.85,Not Churned
704,France,Male,50,4,165438.26,1,Yes,No,120770.75,Churned
698,France,Male,31,1,156111.24,1,No,No,134790.74,Not Churned
759,France,Male,44,2,111095.58,2,Yes,No,100137.7,Not Churned
677,France,Female,56,0,119963.45,1,No,No,158325.87,Churned
544,Spain,Male,22,4,0.0,2,Yes,No,70007.67,Not Churned
567,Spain,Male,35,8,153137.74,1,Yes,No,88659.07,Not Churned
490,Spain,Male,40,6,156111.08,1,No,No,190889.13,Not Churned
626,France,Male,34,7,113014.7,2,Yes,Yes,56646.28,Not Churned
718,Germany,Male,43,5,132615.73,2,Yes,No,32999.1,Not Churned
616,France,Male,44,5,102016.38,1,No,Yes,178235.37,Churned
772,France,Female,35,9,0.0,1,No,Yes,25448.31,Not Churned
561,France,Male,32,5,0.0,2,Yes,No,84871.99,Not Churned
814,France,Male,49,8,0.0,2,No,No,157822.54,Not Churned
651,France,Female,56,4,0.0,1,No,No,84383.22,Churned
538,Germany,Female,42,4,80380.24,1,Yes,No,119216.46,Not Churned
600,France,Female,26,6,108909.12,1,Yes,No,82547.01,Not Churned
654,France,Female,35,2,90865.8,1,Yes,Yes,86764.46,Not Churned
622,France,Male,40,4,99799.76,2,Yes,No,197372.13,Not Churned
682,France,Male,28,10,200724.96,1,No,Yes,82872.64,Churned
610,Spain,Female,37,10,140363.95,2,Yes,Yes,129563.86,Not Churned
795,France,Female,36,1,151844.64,1,Yes,Yes,135388.89,Not Churned
557,France,Female,27,2,0.0,2,No,Yes,4497.55,Not Churned
824,Germany,Male,49,8,133231.48,1,Yes,Yes,67885.37,Not Churned
698,France,Male,27,7,0.0,2,Yes,No,111471.55,Not Churned
630,France,Female,36,8,126598.99,2,Yes,Yes,134407.93,Not Churned
609,Germany,Female,71,6,113317.1,1,Yes,No,108258.22,Churned
694,France,Male,47,4,0.0,2,Yes,No,197528.62,Not Churned
681,France,Female,58,8,93173.88,1,Yes,Yes,139761.25,Not Churned
721,Spain,Female,32,10,0.0,1,Yes,No,136119.96,Churned
563,Germany,Male,44,7,105007.31,2,Yes,Yes,197812.16,Not Churned
654,Spain,Female,32,2,0.0,1,Yes,Yes,51972.92,Churned
659,Spain,Male,27,4,0.0,2,Yes,No,99341.87,Not Churned
674,Germany,Female,44,4,131593.85,1,No,Yes,171345.02,Churned
576,Germany,Male,44,9,119530.52,1,Yes,No,119056.68,Churned
566,Germany,Male,54,4,118614.6,2,Yes,Yes,172601.62,Not Churned
545,Germany,Male,37,9,95829.13,2,No,Yes,104936.88,Not Churned
798,France,Male,36,1,0.0,2,Yes,Yes,159044.1,Not Churned
757,France,Male,38,0,0.0,1,Yes,No,83263.06,Not Churned
641,France,Male,50,6,153590.73,2,Yes,Yes,130910.78,Not Churned
718,France,Male,29,2,0.0,1,Yes,No,126336.72,Not Churned
699,France,Male,64,9,113109.52,1,Yes,No,27980.8,Churned
623,France,Female,35,0,130557.24,1,Yes,Yes,47880.71,Not Churned
644,France,Male,40,8,93183.19,1,Yes,No,73882.49,Not Churned
586,France,Male,58,7,151933.63,1,Yes,No,162960.05,Churned
500,Germany,Male,30,2,125495.64,2,Yes,Yes,68807.47,Not Churned
583,France,Female,42,7,0.0,2,Yes,No,144039.05,Not Churned
595,Germany,Female,26,8,118547.72,1,Yes,Yes,151192.18,Not Churned
670,Spain,Male,43,1,97792.21,1,No,No,120225.62,Not Churned
610,France,Male,41,6,0.0,3,No,No,56118.81,Churned
814,Spain,Female,72,2,0.0,2,No,Yes,130853.03,Not Churned
660,France,Female,40,8,167181.01,1,Yes,Yes,185156.94,Not Churned
580,Germany,Male,35,9,121355.19,1,No,Yes,35671.45,Not Churned
850,France,Female,81,1,0.0,2,Yes,Yes,59568.24,Not Churned
676,Spain,Male,35,0,0.0,2,No,No,139911.58,Not Churned
578,France,Male,46,5,113226.47,1,Yes,No,56770.76,Not Churned
579,France,Female,33,1,118392.75,1,Yes,Yes,157564.75,Not Churned
711,Germany,Female,52,8,145262.54,1,No,Yes,131473.31,Not Churned
692,France,Male,40,6,163505.16,1,No,No,90424.09,Not Churned
760,Spain,Female,33,1,118114.28,2,No,Yes,156660.21,Not Churned
630,Germany,Female,51,0,108449.23,3,No,No,88372.69,Churned
808,France,Male,32,1,0.0,2,Yes,Yes,46200.71,Not Churned
611,Germany,Female,36,10,103294.56,1,Yes,No,160548.12,Not Churned
697,France,Female,42,1,0.0,1,Yes,No,1262.83,Churned
655,France,Female,38,6,0.0,1,Yes,Yes,188639.28,Not Churned
601,Spain,Male,28,6,0.0,2,Yes,No,14665.28,Not Churned
755,France,Male,42,2,119919.12,1,Yes,No,156868.21,Not Churned
553,France,Male,37,1,0.0,1,Yes,No,30461.55,Not Churned
723,France,Male,28,4,0.0,2,Yes,Yes,123885.88,Not Churned
507,Spain,Female,34,4,0.0,2,Yes,Yes,60688.38,Not Churned
777,France,Male,43,1,0.0,2,Yes,No,21785.91,Not Churned
566,France,Male,34,3,0.0,1,No,No,188135.69,Not Churned
732,France,Male,26,7,0.0,2,Yes,No,154364.66,Not Churned
697,France,Female,42,10,0.0,2,Yes,No,61312.15,Not Churned
555,France,Male,29,4,128744.04,1,Yes,Yes,47454.93,Not Churned
584,Germany,Female,62,9,137727.34,2,No,Yes,121102.9,Not Churned
705,Germany,Female,44,10,106731.58,1,Yes,No,137419.87,Churned
688,France,Female,38,7,123544.21,1,Yes,Yes,157664.02,Not Churned
626,France,Female,37,2,133968.96,2,Yes,No,148689.65,Not Churned
636,Spain,Male,76,9,126534.6,1,Yes,Yes,39789.62,Not Churned
719,Spain,Female,35,8,0.0,1,Yes,Yes,165162.4,Not Churned
706,Spain,Male,30,6,87609.68,2,No,No,137674.55,Churned
731,Spain,Male,41,3,0.0,2,Yes,No,101371.72,Not Churned
738,Spain,Male,49,3,0.0,3,Yes,Yes,65066.48,Churned
426,France,Male,34,9,0.0,2,Yes,No,107876.91,Not Churned
622,Spain,Female,36,0,108960.0,2,Yes,No,111180.3,Churned
701,Spain,Female,30,2,0.0,2,Yes,No,115650.63,Not Churned
512,France,Male,51,6,144953.31,1,Yes,Yes,165035.17,Not Churned
635,France,Male,41,4,103544.88,2,Yes,No,193746.55,Not Churned
685,France,Male,33,6,0.0,1,Yes,No,58458.26,Not Churned
609,France,Male,53,7,0.0,2,No,Yes,52332.85,Not Churned
598,Germany,Male,38,1,101487.18,1,Yes,Yes,75959.1,Churned
708,France,Male,52,10,105355.81,1,Yes,No,123.07,Churned
574,Spain,Male,36,4,77967.5,1,Yes,No,167066.95,Churned
629,France,Male,44,5,0.0,4,No,No,117572.59,Churned
422,Spain,Female,54,4,0.0,2,Yes,Yes,7166.71,Not Churned
656,Spain,Male,28,8,120047.77,1,Yes,Yes,137173.39,Not Churned
697,France,Male,32,7,175464.85,3,Yes,No,116442.42,Churned
718,France,Male,52,8,79475.3,3,Yes,Yes,32421.32,Churned
586,Germany,Male,37,8,167735.69,2,No,Yes,104665.79,Not Churned
481,Spain,Female,37,8,0.0,2,Yes,No,44215.86,Not Churned
749,France,Female,33,1,74385.98,1,Yes,No,20164.47,Not Churned
561,Germany,Male,49,5,94754.0,1,Yes,Yes,26691.31,Not Churned
676,Spain,Male,27,4,0.0,1,No,Yes,107955.67,Not Churned
615,Germany,Male,43,3,86920.86,1,Yes,Yes,150048.37,Not Churned
582,France,Female,39,1,132077.48,2,Yes,No,192255.15,Not Churned
601,France,Male,40,10,127847.86,1,No,No,173245.68,Not Churned
708,France,Male,34,3,0.0,1,No,Yes,121457.88,Churned
708,Germany,Male,42,9,176702.36,2,Yes,Yes,104804.74,Not Churned
797,Germany,Female,33,10,83555.58,1,No,No,69767.14,Not Churned
682,France,Male,26,8,0.0,2,Yes,No,178373.43,Not Churned
694,Spain,Female,39,9,0.0,2,No,No,99924.04,Not Churned
490,France,Female,40,1,0.0,1,Yes,Yes,49594.19,Churned
828,Spain,Male,42,10,0.0,1,Yes,Yes,186071.14,Not Churned
594,Spain,Female,38,7,96858.35,1,Yes,No,77511.45,Not Churned
579,Spain,Male,33,1,0.0,2,Yes,Yes,54816.57,Not Churned
723,France,Female,35,0,0.0,2,No,Yes,61290.99,Not Churned
619,Germany,Female,42,8,132796.04,3,Yes,Yes,191821.35,Churned
794,Spain,Female,30,1,154970.54,1,No,Yes,156768.45,Not Churned
674,Germany,Male,44,3,88902.21,1,Yes,No,73731.32,Not Churned
418,France,Male,28,7,98738.92,1,Yes,No,122190.22,Not Churned
502,France,Male,33,8,0.0,2,Yes,Yes,123509.01,Not Churned
678,France,Female,50,6,0.0,1,Yes,No,8199.5,Not Churned
599,Germany,Male,40,10,137456.28,2,Yes,Yes,14113.11,Not Churned
736,France,Male,29,4,0.0,2,No,No,51705.01,Not Churned
430,France,Female,60,7,73937.02,1,Yes,No,161937.62,Churned
537,France,Female,45,7,158621.04,1,Yes,No,120892.96,Churned
683,Spain,Male,30,1,113257.2,1,Yes,Yes,65035.02,Not Churned
828,France,Male,31,9,0.0,1,No,Yes,164257.37,Not Churned
691,France,Female,29,9,116536.43,1,Yes,No,51987.99,Not Churned
608,Spain,Female,28,4,0.0,2,Yes,No,10899.63,Churned
691,France,Female,60,6,101070.69,1,Yes,No,177355.8,Churned
718,Spain,Male,39,6,0.0,2,No,Yes,63889.1,Not Churned
680,Germany,Female,31,3,127331.46,3,Yes,Yes,176433.6,Not Churned
838,Spain,Female,41,5,0.0,2,Yes,No,81313.51,Not Churned
695,Spain,Female,31,5,0.0,2,No,Yes,13998.88,Not Churned
681,France,Male,46,0,105969.42,1,Yes,No,5771.56,Not Churned
762,France,Male,36,5,119547.46,1,Yes,Yes,42693.65,Not Churned
751,Spain,Male,38,7,0.0,2,No,No,90839.61,Not Churned
678,Spain,Male,28,5,138668.18,1,Yes,Yes,54144.01,Not Churned
634,France,Female,37,7,51582.5,2,Yes,Yes,184312.88,Not Churned
749,France,Male,37,7,0.0,2,Yes,No,20306.79,Not Churned
590,Spain,Male,37,6,169902.92,1,Yes,Yes,128256.18,Not Churned
610,France,Female,27,4,87262.4,2,Yes,No,182720.07,Not Churned
502,France,Male,33,7,0.0,2,No,Yes,4082.52,Not Churned
578,France,Female,40,7,0.0,2,No,No,102233.73,Not Churned
547,France,Female,32,2,0.0,2,Yes,No,132002.83,Not Churned
579,France,Female,27,9,0.0,2,Yes,No,126838.7,Not Churned
661,France,Male,39,5,0.0,2,No,No,181461.46,Not Churned
794,France,Male,46,6,0.0,2,Yes,No,195325.74,Not Churned
719,France,Male,61,5,0.0,2,No,Yes,29132.43,Not Churned
728,France,Female,69,1,0.0,2,Yes,Yes,131804.86,Not Churned
598,Germany,Male,19,3,150348.37,1,Yes,Yes,173784.04,Not Churned
822,Germany,Female,46,3,115074.02,2,Yes,No,26249.86,Not Churned
670,Spain,Female,40,3,0.0,1,Yes,Yes,182650.15,Not Churned
850,France,Male,28,8,99986.98,1,Yes,No,196582.55,Not Churned
723,Germany,Female,68,3,110357.0,1,No,No,141977.54,Churned
705,Germany,Male,42,8,166685.92,2,Yes,Yes,55313.51,Not Churned
677,Spain,Male,40,7,95312.8,1,Yes,Yes,62944.75,Not Churned
736,France,Male,43,4,202443.47,1,Yes,No,72375.03,Not Churned
661,Germany,Female,47,0,109493.62,1,No,No,188324.01,Churned
501,Germany,Male,38,9,88977.39,2,No,Yes,133403.07,Not Churned
516,France,Female,29,2,104982.57,1,Yes,No,157378.5,Not Churned
517,Germany,Female,59,8,154110.99,2,Yes,No,101240.08,Churned
766,France,Male,32,6,185714.28,1,Yes,Yes,102502.5,Not Churned
520,Germany,Female,23,3,116022.53,2,Yes,Yes,37577.66,Not Churned
541,France,Male,46,6,0.0,2,Yes,Yes,83456.67,Not Churned
790,Germany,Female,34,2,164011.48,1,Yes,No,199420.41,Not Churned
797,France,Male,31,9,0.0,2,Yes,Yes,24748.89,Not Churned
811,France,Male,40,1,101514.89,1,Yes,Yes,121765.0,Not Churned
722,Spain,Female,32,4,0.0,2,Yes,Yes,113666.48,Not Churned
675,France,Male,28,9,0.0,1,Yes,No,134110.93,Not Churned
660,Germany,Male,39,9,134599.33,2,Yes,No,183095.87,Not Churned
566,Spain,Male,32,10,147511.26,1,Yes,Yes,159891.03,Not Churned
768,France,Male,25,0,78396.08,1,Yes,Yes,8316.19,Not Churned
610,Spain,Female,31,5,0.0,2,No,No,63736.36,Not Churned
715,France,Female,31,3,110581.29,1,Yes,Yes,94715.24,Not Churned
750,Germany,Male,42,8,151836.36,2,Yes,No,68695.38,Not Churned
431,Germany,Male,45,5,83624.55,2,No,No,36899.62,Not Churned
704,France,Male,24,2,148197.15,2,Yes,No,182775.08,Not Churned
535,Spain,Female,30,5,122924.75,1,No,No,62390.59,Churned
614,France,Female,38,4,72594.0,1,Yes,Yes,76042.48,Not Churned
748,France,Male,38,4,115221.36,1,No,Yes,70956.75,Not Churned
492,Germany,Male,51,8,117808.74,2,Yes,Yes,67311.12,Not Churned
573,France,Male,40,7,147754.68,1,Yes,Yes,110454.46,Not Churned
706,Spain,Female,53,3,0.0,3,No,No,88479.02,Churned
680,France,Male,31,10,113292.17,1,Yes,Yes,122639.73,Not Churned
458,Spain,Male,36,5,0.0,2,Yes,No,79723.78,Not Churned
612,Germany,Male,44,2,115163.38,1,Yes,Yes,97677.52,Churned
809,Germany,Male,50,10,118098.62,1,Yes,Yes,100720.02,Churned
590,France,Male,39,9,0.0,2,Yes,Yes,104730.52,Not Churned
602,France,Male,35,8,0.0,1,Yes,Yes,22499.29,Not Churned
540,Spain,Male,37,0,120825.7,1,Yes,No,28257.89,Not Churned
494,France,Male,25,6,0.0,2,No,Yes,109988.09,Not Churned
797,France,Male,29,1,0.0,1,No,Yes,149991.32,Not Churned
526,Germany,Male,61,6,133845.28,2,Yes,Yes,45180.8,Not Churned
631,Spain,Male,38,7,0.0,2,Yes,No,181605.85,Not Churned
576,France,Female,29,5,108541.04,1,Yes,Yes,126469.09,Not Churned
405,France,Male,39,10,0.0,1,Yes,No,160810.85,Churned
555,France,Male,30,1,0.0,2,No,No,88146.86,Not Churned
750,Spain,Female,37,2,113817.06,1,No,No,88333.74,Not Churned
665,France,Male,28,8,137300.23,1,Yes,No,90174.83,Not Churned
640,Spain,Male,37,5,158024.38,1,Yes,No,81298.09,Not Churned
457,France,Female,33,7,127837.54,1,No,Yes,60013.17,Not Churned
695,France,Male,36,4,161533.0,1,Yes,No,100940.91,Not Churned
645,France,Male,31,7,161171.7,2,Yes,No,12599.94,Churned
647,Spain,Male,32,9,80958.36,1,Yes,Yes,128590.73,Not Churned
808,Spain,Male,25,7,0.0,2,No,Yes,23180.37,Not Churned
641,France,Male,33,2,146193.6,2,Yes,Yes,55796.83,Churned
700,Spain,Male,29,8,0.0,2,No,Yes,152097.02,Not Churned
660,Germany,Male,26,4,115021.76,1,No,Yes,162443.05,Not Churned
615,Spain,Male,41,1,126773.43,1,Yes,Yes,55551.26,Not Churned
705,Germany,Female,40,3,92889.91,1,Yes,Yes,109496.69,Not Churned
718,France,Male,48,9,0.0,2,Yes,Yes,72105.63,Not Churned
754,France,Male,61,5,146622.35,1,Yes,Yes,41815.22,Churned
713,Germany,Male,45,4,131038.14,1,Yes,No,74005.04,Churned
587,France,Female,46,6,88820.29,1,No,No,70224.34,Not Churned
569,Spain,Male,31,1,115406.97,1,No,No,145528.22,Not Churned
568,France,Female,38,3,132951.92,1,No,Yes,124486.28,Not Churned
634,Germany,Male,74,5,108891.7,1,Yes,No,10078.02,Not Churned
770,Germany,Female,46,5,141788.63,2,No,No,164967.21,Not Churned
676,Spain,Female,64,4,116954.32,1,Yes,Yes,91149.48,Not Churned
723,Germany,Female,47,10,90450.0,2,No,No,103379.31,Churned
614,Germany,Female,39,8,125997.22,1,Yes,Yes,128049.34,Churned
601,Spain,Female,41,3,0.0,2,Yes,No,54342.83,Not Churned
592,France,Male,60,9,0.0,4,Yes,Yes,13614.01,Churned
605,Spain,Female,36,9,0.0,2,No,Yes,35521.63,Not Churned
752,Spain,Female,31,4,144637.86,2,Yes,No,40496.72,Not Churned
677,France,Female,29,3,86616.35,1,No,No,91903.9,Churned
850,France,Male,31,8,0.0,2,Yes,No,178667.7,Not Churned
608,Germany,Female,48,2,127924.25,2,Yes,No,32202.61,Not Churned
786,Spain,Female,34,9,0.0,2,Yes,No,117034.32,Not Churned
777,France,Female,29,9,131240.61,1,Yes,Yes,163746.09,Churned
667,Spain,Male,31,5,0.0,2,Yes,Yes,20346.69,Not Churned
848,Spain,Male,35,5,120046.74,2,Yes,No,84710.65,Not Churned
486,France,Female,39,8,97819.36,1,No,Yes,120531.31,Not Churned
598,Spain,Female,64,1,62979.93,1,Yes,Yes,152273.57,Not Churned
506,France,Female,40,3,0.0,1,Yes,Yes,144345.58,Not Churned
612,Germany,Male,46,9,161450.03,1,Yes,Yes,96961.0,Churned
545,France,Male,30,3,0.0,2,Yes,No,170307.43,Not Churned
793,France,Male,56,8,119496.25,2,Yes,No,29880.99,Not Churned
682,France,Female,30,9,0.0,2,Yes,Yes,195104.91,Not Churned
517,France,Male,62,1,43772.66,3,Yes,No,187756.24,Churned
684,France,Male,32,9,100249.41,2,No,Yes,67599.69,Not Churned
692,Spain,Male,46,2,0.0,2,Yes,Yes,105983.09,Not Churned
740,France,Female,60,5,108028.08,2,No,No,25980.42,Churned
666,Germany,Male,71,1,53013.29,2,Yes,Yes,112222.64,Not Churned
693,France,Male,68,2,0.0,2,Yes,Yes,59864.96,Not Churned
757,Germany,Male,33,1,122088.67,1,Yes,No,42581.09,Not Churned
684,Germany,Male,18,9,90544.0,1,No,Yes,4777.23,Not Churned
691,Spain,Male,35,6,0.0,2,No,Yes,178038.17,Not Churned
842,France,Male,44,3,141252.18,4,No,Yes,128521.16,Churned
482,France,Female,35,5,147813.05,2,No,No,109029.72,Not Churned
735,France,Male,55,6,134140.68,1,Yes,No,2267.88,Not Churned
681,France,Female,63,7,0.0,2,Yes,Yes,55054.48,Not Churned
616,France,Female,31,8,0.0,1,No,Yes,76456.17,Not Churned
850,France,Female,35,2,128548.49,4,Yes,No,75478.95,Churned
635,France,Male,43,10,122198.21,2,No,Yes,179144.54,Not Churned
638,Germany,Male,42,8,145177.84,1,Yes,No,193471.74,Churned
820,Spain,Female,31,2,94222.53,1,Yes,No,103570.8,Not Churned
694,Germany,Female,58,1,143212.22,1,No,No,102628.56,Churned
713,France,Male,41,3,0.0,2,Yes,No,55772.04,Not Churned
543,Germany,Male,41,6,143350.41,1,Yes,Yes,192070.16,Churned
649,France,Female,41,3,130931.83,1,Yes,Yes,144808.37,Not Churned
777,France,Female,30,4,137851.31,1,Yes,No,5008.23,Churned
561,France,Male,33,6,0.0,2,No,No,173680.39,Not Churned
724,Spain,Male,41,5,0.0,1,No,Yes,115753.94,Not Churned
665,Spain,Female,51,8,0.0,1,Yes,Yes,38928.48,Churned
441,France,Male,60,1,140614.15,1,No,Yes,174381.23,Not Churned
579,Spain,Male,22,3,118680.57,1,Yes,Yes,49829.8,Not Churned
777,Germany,Male,35,7,122917.69,1,Yes,Yes,76169.68,Not Churned
739,France,Female,36,0,0.0,2,No,No,133465.57,Not Churned
660,France,Male,40,5,131754.11,2,Yes,Yes,38761.61,Not Churned
554,France,Female,35,8,0.0,2,Yes,Yes,176779.46,Not Churned
850,France,Female,24,6,0.0,2,Yes,Yes,13159.9,Not Churned
842,Germany,Female,35,9,119948.09,1,Yes,No,48217.97,Churned
785,France,Female,38,1,0.0,1,Yes,No,134964.85,Churned
550,France,Male,25,0,0.0,2,Yes,Yes,184221.11,Not Churned
750,Spain,Female,39,6,0.0,2,No,No,19264.33,Not Churned
490,Spain,Female,38,3,97266.1,1,Yes,Yes,92797.23,Not Churned
605,Germany,Male,28,10,113690.83,1,Yes,No,33114.24,Not Churned
563,Spain,Female,42,6,99056.22,2,Yes,No,154347.95,Churned
675,France,Male,34,8,0.0,2,Yes,Yes,184842.21,Not Churned
621,Spain,Female,36,7,116338.68,1,Yes,Yes,155743.48,Not Churned
850,France,Male,40,6,97339.99,1,No,Yes,88815.25,Not Churned
711,France,Male,41,3,0.0,2,Yes,Yes,193747.57,Not Churned
549,Germany,Female,55,1,137592.31,2,No,Yes,116548.02,Churned
764,Germany,Male,34,6,108760.27,2,Yes,No,166324.79,Churned
627,Germany,Male,30,3,128770.88,2,Yes,Yes,40199.01,Not Churned
850,France,Female,34,2,0.0,2,No,No,51919.04,Not Churned
614,Spain,Female,36,1,44054.84,1,Yes,Yes,73329.08,Not Churned
685,Germany,Female,44,2,119657.53,1,Yes,No,145387.05,Churned
683,Germany,Female,49,7,108797.63,2,No,No,140763.18,Not Churned
643,Spain,Male,35,2,0.0,2,No,No,67979.35,Not Churned
561,Germany,Female,49,1,102025.32,1,Yes,No,133051.64,Churned
601,Spain,Female,20,9,122446.61,2,Yes,No,86791.9,Not Churned
766,France,Female,27,7,158786.67,2,No,Yes,47579.25,Not Churned
699,France,Male,29,3,125689.29,1,Yes,Yes,151623.71,Not Churned
850,Germany,Male,29,1,154640.41,1,Yes,Yes,164039.51,Not Churned
792,Germany,Female,50,4,146710.76,1,Yes,No,16528.4,Churned
636,Germany,Male,67,7,136709.35,1,No,Yes,66753.1,Churned
850,Germany,Male,43,5,129305.09,2,No,Yes,19244.58,Not Churned
628,Spain,Male,40,10,0.0,2,Yes,No,103832.58,Not Churned
736,France,Female,63,10,0.0,2,No,Yes,502.7,Not Churned
711,France,Female,21,0,82844.33,2,No,Yes,1408.68,Not Churned
583,Spain,Female,22,2,0.0,2,No,Yes,5985.36,Not Churned
757,France,Male,46,0,0.0,2,Yes,No,37460.05,Not Churned
749,Germany,Female,33,10,76692.22,1,No,Yes,30396.43,Not Churned
705,France,Male,34,7,117715.84,1,Yes,No,2498.67,Not Churned
585,France,Male,54,8,87105.32,1,Yes,Yes,55346.14,Not Churned
437,France,Female,43,6,0.0,1,Yes,No,148330.97,Churned
741,France,Female,64,2,69311.16,1,Yes,Yes,59237.72,Not Churned
738,France,Male,26,9,0.0,2,Yes,Yes,48644.94,Not Churned
586,Spain,Female,33,10,66948.67,2,Yes,Yes,140759.03,Not Churned
627,France,Female,57,9,0.0,2,Yes,Yes,107712.42,Not Churned
551,Spain,Male,76,2,128410.71,2,Yes,Yes,181718.73,Not Churned
606,Germany,Male,38,3,99897.53,1,No,No,37054.65,Not Churned
674,France,Male,22,3,0.0,1,Yes,Yes,173940.59,Not Churned
584,Germany,Female,31,6,152622.34,1,Yes,No,99298.8,Not Churned
590,France,Male,40,8,0.0,2,Yes,No,62933.03,Not Churned
585,France,Male,56,4,138227.19,2,Yes,Yes,55287.84,Not Churned
508,France,Female,25,2,111395.53,1,No,Yes,48197.06,Not Churned
458,Germany,Male,44,7,84386.57,1,Yes,No,178642.73,Not Churned
692,France,Female,36,3,0.0,2,Yes,Yes,8282.22,Not Churned
502,Germany,Male,33,5,174673.65,2,Yes,No,33300.56,Not Churned
518,France,Male,46,3,0.0,2,Yes,No,76515.79,Not Churned
660,Germany,Male,46,5,109019.65,2,Yes,Yes,33680.56,Not Churned
698,Germany,Female,52,1,107906.75,1,Yes,No,168886.39,Churned
678,France,Male,54,7,128914.97,1,No,No,191746.23,Churned
773,Spain,Male,63,9,111179.83,1,Yes,Yes,93091.02,Not Churned
619,Germany,Female,52,8,124099.13,1,No,No,23904.52,Not Churned
684,Germany,Male,59,9,122471.09,1,No,Yes,15807.07,Not Churned
635,France,Male,34,3,134692.4,2,Yes,Yes,83773.02,Not Churned
680,France,Female,25,4,123816.5,1,Yes,Yes,90162.35,Not Churned
608,Germany,Male,34,3,106288.54,1,Yes,Yes,36639.25,Not Churned
603,Germany,Female,55,7,127723.25,2,Yes,No,139469.11,Churned
579,Spain,Male,43,2,145843.82,1,Yes,Yes,198402.37,Churned
756,Germany,Female,34,2,148200.72,1,No,No,194584.48,Not Churned
611,France,Male,30,2,104145.65,1,No,No,159629.64,Not Churned
532,Germany,Male,24,8,142755.25,1,No,No,34231.48,Not Churned
684,Germany,Female,63,3,81245.79,1,Yes,No,69643.31,Churned
647,Germany,Female,33,3,168560.46,2,No,No,90270.16,Not Churned
583,France,Male,38,8,0.0,1,Yes,No,47848.56,Not Churned
774,Germany,Male,42,2,132193.94,2,Yes,Yes,162865.52,Not Churned
677,France,Male,58,9,0.0,1,No,Yes,168650.4,Not Churned
542,Germany,Male,25,8,139330.1,1,No,No,54372.37,Not Churned
613,Spain,Male,29,0,0.0,2,No,Yes,133897.32,Not Churned
666,France,Male,40,5,0.0,2,Yes,No,147878.05,Not Churned
777,France,Female,28,2,134571.5,1,No,Yes,118313.38,Not Churned
581,Germany,Male,50,2,143829.2,2,Yes,No,181224.24,Churned
705,France,Male,32,7,0.0,2,Yes,No,7921.57,Not Churned
673,France,Female,44,8,133444.97,1,No,Yes,5708.19,Not Churned
594,Germany,Female,23,4,104753.84,2,Yes,No,56756.52,Churned
648,Germany,Female,51,2,116574.84,1,Yes,No,4121.04,Churned
605,France,Male,41,10,0.0,2,No,Yes,97213.09,Not Churned
734,France,Female,40,9,176914.8,1,Yes,Yes,12799.23,Not Churned
